"last_name, first_name",player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed
"Naquin, Tyler",571980,114,CLE,RF,27,76,,4.38,27.5
"Romine, Andrew",461865,136,SEA,SS,32,45,,,27.5
"Lowe, Brandon",664040,139,TB,2B,23,59,,4.23,27.5
"Nottingham, Jacob",641924,158,MIL,C,23,10,,,27.4
"González, Carlos",471865,115,COL,RF,32,224,,4.26,27.4
"Ramírez, José",608070,114,CLE,3B,25,257,1.0,4.28,27.4
"Asuaje, Carlos",641319,135,SD,2B,26,68,,4.34,27.4
"Fowler, Dexter",451594,138,STL,RF,32,108,1.0,4.33,27.4
"Barnes, Austin",605131,119,LAD,C,28,96,,4.41,27.4
"Robinson, Drew",592685,140,TEX,CF,26,29,,4.39,27.4
"Castro, Starlin",516770,146,MIA,2B,28,288,2.0,4.37,27.4
"Osuna, José",591741,134,PIT,1B,25,54,,4.42,27.4
"Murphy, John Ryan",571974,109,AZ,C,27,55,,4.35,27.4
"Suzuki, Ichiro",400085,136,SEA,LF,44,22,,4.1,27.3
"Núñez, Renato",600524,110,BAL,3B,24,98,,4.48,27.3
"Garcia, Greg",594824,138,STL,2B,28,85,1.0,4.23,27.3
"Candelario, Jeimer",600869,116,DET,3B,24,220,,4.41,27.3
"Forsythe, Logan",523253,142,MIN,2B,31,164,,4.51,27.3
"Renfroe, Hunter",592669,135,SD,LF,26,137,,4.38,27.3
"Rendon, Anthony",543685,120,WSH,3B,28,226,,4.37,27.3
"Devers, Rafael",646240,111,BOS,3B,21,195,,4.3,27.3
"Severino, Pedro",600474,120,WSH,C,24,75,,4.31,27.3
"Pinder, Chad",640461,133,OAK,LF,26,102,,4.45,27.3
"Verdugo, Alex",657077,119,LAD,LF,22,39,,4.24,27.3
"Peralta, David",444482,109,AZ,LF,30,278,,4.35,27.2
"Frazier, Adam",624428,134,PIT,2B,26,161,,4.34,27.3
"Soto, Juan",665742,120,WSH,LF,19,225,,4.2,27.2
"Marrero, Deven",571918,109,AZ,3B,27,31,,4.49,27.2
"Austin, Tyler",592122,142,MIN,1B,26,83,,4.48,27.2
"Young, Chris",455759,108,LAA,RF,34,33,,4.46,27.2
"Beckham, Tim",542921,110,BAL,SS,28,155,,4.41,27.2
"Delmonico, Nicky",547170,145,CWS,LF,25,117,,4.51,27.2
"Utley, Chase",400284,119,LAD,2B,39,71,,4.27,27.2
"LeMahieu, DJ",518934,115,COL,2B,29,277,,4.45,27.2
"Simmons, Andrelton",592743,108,LAA,SS,28,293,,4.48,27.1
"Anderson, Brian",605119,146,MIA,RF,25,284,,4.44,27.1
"Swihart, Blake",596119,111,BOS,C,26,81,,4.33,27.1
"Bell, Josh",605137,134,PIT,1B,25,247,,4.41,27.1
"Martini, Nick",605361,133,OAK,LF,28,81,,4.37,27.1
"Stewart, Christin",621514,116,DET,LF,24,24,,,27.1
"Harrison, Josh",543281,134,PIT,2B,30,140,,4.37,27.1
"Schwarber, Kyle",656941,112,CHC,LF,25,161,,4.29,27.1
"Torres, Gleyber",650402,147,NYY,2B,21,132,,4.36,27.1
"Cozens, Dylan",622226,143,PHI,LF,24,10,,,27.1
"Andrus, Elvis",462101,140,TEX,SS,29,200,,4.38,27.0
"Castro, Daniel",593495,115,COL,2B,25,24,,4.34,27.0
"Thames, Eric",519346,158,MIL,1B,31,74,,4.27,27.0
"Tucker, Preston",605512,144,ATL,LF,27,64,,4.35,27.0
"Hechavarría, Adeiny",588751,147,NYY,SS,29,127,,4.43,27.0
"Santander, Anthony",623993,110,BAL,RF,23,43,,4.49,27.0
"Sierra, Moisés",501213,120,WSH,LF,29,22,,4.37,27.0
"Herrmann, Chris",543302,136,SEA,C,30,21,,,27.0
"Travis, Sam",607752,111,BOS,LF,24,23,,4.49,27.0
"Mancini, Trey",641820,110,BAL,LF,26,273,,4.51,27.0
"Longoria, Evan",446334,137,SF,3B,32,193,,4.46,27.0
"Knapp, Andrew",595284,143,PHI,C,26,61,,4.32,26.9
"O'Hearn, Ryan",656811,118,KC,1B,24,53,,4.56,26.9
"Travis, Devon",581527,141,TOR,2B,27,171,,4.44,26.9
"Gomes, Yan",543228,114,CLE,C,30,128,,4.5,26.9
"Lamb, Jake",571875,109,AZ,3B,27,98,,4.36,26.9
"Kipnis, Jason",543401,114,CLE,2B,31,174,,4.38,26.9
"Goldschmidt, Paul",502671,109,AZ,1B,30,216,,4.47,26.9
"Santana, Domingo",570267,158,MIL,RF,25,86,,4.52,26.9
"Sanó, Miguel",593934,142,MIN,3B,25,83,,4.62,26.9
"Dietrich, Derek",518618,146,MIA,LF,28,195,,4.32,26.9
"Adrianza, Ehire",501303,142,MIN,SS,28,126,,4.35,26.9
"Cuthbert, Cheslor",596144,118,KC,3B,25,40,,4.48,26.9
"Drury, Brandon",592273,141,TOR,3B,25,33,,4.44,26.8
"Galvis, Freddy",520471,135,SD,SS,28,218,,4.34,26.8
"Granderson, Curtis",434158,158,MIL,RF,37,99,,4.3,26.8
"Reyes, Franmil",614177,135,SD,RF,22,101,,4.54,26.8
"Greiner, Grayson",606988,116,DET,C,25,47,,4.55,26.8
"Dozier, Brian",572821,119,LAD,2B,31,235,,4.44,26.8
"Descalso, Daniel",518614,109,AZ,2B,31,123,,4.37,26.8
"Cowart, Kaleb",592230,108,LAA,2B,26,35,,,26.8
"Arcia, Orlando",606115,158,MIL,SS,23,180,,4.44,26.8
"Mazara, Nomar",608577,140,TEX,RF,23,230,,4.32,26.8
"McGuire, Reese",624512,141,TOR,C,23,13,,,26.8
"Zimmerman, Ryan",475582,120,WSH,1B,33,144,,4.44,26.7
"Braun, Ryan",460075,158,MIL,LF,34,212,,4.42,26.7
"Martinez, J.D.",502110,111,BOS,DH,30,260,,4.45,26.7
"Piscotty, Stephen",572039,133,OAK,RF,27,256,,4.42,26.7
"Jones, Adam",430945,110,BAL,CF,32,245,,4.53,26.7
"Abreu, José",547989,145,CWS,1B,31,205,,4.53,26.7
"Zobrist, Ben",450314,112,CHC,RF,37,236,,4.36,26.7
"Urshela, Gio",570482,141,TOR,SS,26,15,,,26.7
"Freeman, Freddie",518692,144,ATL,1B,28,278,,4.44,26.7
"Shaw, Travis",543768,158,MIL,3B,28,175,,4.41,26.7
"Lowrie, Jed",476704,133,OAK,2B,34,205,,4.45,26.7
"Marte, Jefry",527043,108,LAA,1B,27,97,,4.47,26.6
"Herrera, Odúbel",546318,143,PHI,CF,26,215,2.0,4.23,26.7
"Rodríguez, Sean",446481,134,PIT,2B,33,44,,4.58,26.6
"Arroyo, Christian",624414,139,TB,3B,23,30,,4.6,26.6
"Gattis, Evan",594828,117,HOU,DH,31,151,,4.59,26.6
"Kinsler, Ian",435079,111,BOS,2B,36,228,,4.53,26.6
"La Stella, Tommy",600303,112,CHC,,29,89,,4.37,26.6
"Farmer, Kyle",571657,119,LAD,3B,27,23,,4.49,26.6
"Sogard, Eric",519299,158,MIL,SS,32,45,,4.36,26.6
"Cozart, Zack",446359,108,LAA,3B,32,97,,4.45,26.6
"Turner, Justin",457759,119,LAD,3B,33,186,,4.62,26.6
"Valentín, Jesmuel",621044,143,PHI,3B,24,27,,,26.6
"Blandino, Alex",607468,113,CIN,2B,25,49,,4.64,26.6
"Palka, Daniel",594953,145,CWS,DH,26,150,,4.41,26.6
"Walker, Neil",435522,147,NYY,1B,32,112,,4.44,26.6
"Smith, Kevan",607345,145,CWS,C,30,114,,4.63,26.6
"Díaz, Elias",553869,134,PIT,C,27,119,,4.55,26.6
"Parra, Gerardo",467827,115,COL,LF,31,186,,4.31,26.5
"Briceño, José",593993,108,LAA,C,25,42,,4.59,26.5
"Hicks, John",543308,116,DET,1B,28,111,,4.43,26.5
"Flaherty, Ryan",475247,144,ATL,3B,31,87,,4.42,26.5
"Rojas, Miguel",500743,146,MIA,SS,29,217,,4.47,26.5
"Freese, David",501896,119,LAD,3B,35,129,,4.4,26.5
"Motter, Taylor",600301,142,MIN,1B,28,17,,4.55,26.5
"Martínez, José",500874,138,STL,1B,29,255,2.0,4.51,26.5
"Mejía, Francisco",642336,135,SD,C,22,19,,,26.5
"Calhoun, Willie",641432,140,TEX,LF,23,42,,4.54,26.5
"Carpenter, Matt",572761,138,STL,3B,32,169,,4.4,26.5
"Valencia, Danny",502143,110,BAL,3B,33,106,,4.55,26.5
"Goins, Ryan",572365,118,KC,2B,30,55,,4.44,26.5
"Chisenhall, Lonnie",502082,114,CLE,RF,29,37,,4.48,26.5
"Gennett, Scooter",571697,113,CIN,2B,28,249,,4.38,26.4
"Davis, J.D.",605204,117,HOU,3B,25,42,,4.55,26.4
"Guillorme, Luis",641645,121,NYM,3B,23,35,,4.29,26.4
"Joseph, Caleb",543376,110,BAL,C,32,101,,4.6,26.4
"O'Brien, Peter",598284,146,MIA,1B,27,21,,4.5,26.4
"Gonzalez, Marwin",503556,117,HOU,LF,29,187,,4.4,26.4
