"last_name, first_name",player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed
"Vázquez, Christian",543877,111,BOS,C,25,90,1.0,4.48,26.3
"Walsh, Colin",595023,158,MIL,3B,26,16,,,26.3
"Jay, Jon",445055,135,SD,CF,31,181,,4.49,26.3
"Romine, Austin",519222,147,NYY,C,27,81,,4.51,26.3
"Arenado, Nolan",571448,115,COL,3B,25,238,1.0,4.5,26.3
"Coghlan, Chris",458085,112,CHC,LF,31,115,,4.4,26.3
"Petit, Gregorio",463610,108,LAA,SS,31,103,,4.57,26.3
"Pacheco, Jordan",457574,113,CIN,,30,20,,4.67,26.2
"Hosmer, Eric",543333,118,KC,1B,26,280,,4.45,26.2
"Sánchez, Gary",596142,147,NYY,C,23,86,,4.49,26.2
"Janish, Paul",457926,110,BAL,3B,33,12,,,26.2
"Moss, Brandon",461235,138,STL,LF,32,104,1.0,4.46,26.2
"Francoeur, Jeff",425796,146,MIA,LF,32,114,,4.6,26.2
"Gordon, Alex",460086,118,KC,LF,32,151,,4.5,26.2
"Walker, Neil",435522,121,NYM,2B,30,126,1.0,4.48,26.2
"Johnson, Chris",453400,146,MIA,1B,31,80,1.0,4.69,26.2
"Shaw, Travis",543768,111,BOS,3B,26,163,,4.46,26.2
"Frazier, Todd",453943,145,CWS,3B,30,181,,4.49,26.2
"Turner, Justin",457759,119,LAD,3B,31,245,,4.58,26.2
"Plouffe, Trevor",461858,142,MIN,3B,30,130,,4.56,26.2
"Scruggs, Xavier",489305,146,MIA,1B,28,23,,4.66,26.1
"Cruz, Nelson",443558,136,SEA,DH,35,220,,4.54,26.1
"Peralta, Jhonny",425509,138,STL,3B,34,117,,4.65,26.1
"Beckham, Gordon",493596,137,SF,2B,29,104,,4.56,26.1
"Rosario, Alberto",451705,138,STL,C,29,22,,4.58,26.1
"Smith, Seth",452234,136,SEA,RF,33,153,,4.51,26.1
"Peña, Francisco",506747,110,BAL,C,26,12,,,26.1
"Machado, Manny",592518,110,BAL,3B,23,249,,4.62,26.1
"Cron, C.J.",543068,108,LAA,1B,26,158,,4.64,26.1
"Waldrop, Kyle",592835,113,CIN,,24,10,,,26.1
"Selsky, Steve",592731,113,CIN,RF,26,17,,,26.1
"Hardy, J.J.",429666,110,BAL,SS,33,199,,4.63,26.1
"Vogt, Stephen",519390,133,OAK,C,31,165,,4.45,26.0
"Calhoun, Kole",594777,108,LAA,RF,28,237,,4.52,26.0
"Phillips, Brandon",408252,113,CIN,2B,35,286,1.0,4.66,26.0
"Robinson, Clint",519208,120,WSH,1B,31,76,,4.56,26.0
"Andino, Robert",435180,146,MIA,2B,32,11,,,26.0
"Franco, Maikel",596748,143,PHI,3B,23,239,,4.67,26.0
"Joyce, Matt",459964,134,PIT,RF,31,92,1.0,4.62,26.0
"Colón, Christian",518568,118,KC,2B,27,73,,4.57,26.0
"Ruf, Darin",573131,143,PHI,LF,29,30,,4.73,26.0
"Centeno, Juan",518542,142,MIN,C,26,89,,4.6,25.9
"Beltré, Adrián",134181,140,TEX,3B,37,242,,4.53,25.9
"Perez, Salvador",521692,118,KC,C,26,167,,4.69,25.9
"Holliday, Matt",407812,138,STL,LF,36,169,,4.5,25.9
"Rizzo, Anthony",519203,112,CHC,1B,26,237,,4.46,25.9
"Santana, Carlos",467793,114,CLE,DH,30,269,,4.53,25.9
"Soto, Geovany",434567,108,LAA,C,33,29,,4.7,25.9
"Cozart, Zack",446359,113,CIN,SS,30,185,,4.51,25.9
"De Jesús Jr., Iván",474443,113,CIN,SS,29,97,,4.49,25.9
"Ruiz, Carlos",434563,119,LAD,C,37,81,,4.63,25.9
"Hanigan, Ryan",452672,111,BOS,C,35,44,,4.74,25.9
"Choi, Ji Man",596847,108,LAA,1B,25,51,,4.32,25.9
"Werth, Jayson",150029,120,WSH,LF,37,195,,4.61,25.8
"Headley, Chase",452104,147,NYY,3B,32,183,,4.61,25.8
"Ethier, Andre",444843,119,LAD,,34,13,,,25.8
"Holaday, Bryan",592407,111,BOS,C,28,43,,4.59,25.8
"Nava, Daniel",537953,118,KC,LF,33,47,,4.69,25.7
"Beltrán, Carlos",136860,140,TEX,DH,39,217,,4.46,25.7
"Cervelli, Francisco",465041,134,PIT,C,30,157,,4.57,25.7
"Hundley, Nick",460026,115,COL,C,32,121,,4.62,25.7
"Kang, Jung Ho",628356,134,PIT,3B,29,115,,4.62,25.7
"Chirinos, Robinson",455139,140,TEX,C,32,59,,4.63,25.7
"Judge, Aaron",592450,147,NYY,RF,24,21,,,25.7
"Moreland, Mitch",519048,140,TEX,1B,30,160,,4.42,25.6
"Abreu, José",547989,145,CWS,1B,29,277,,4.63,25.6
"Valbuena, Luis",472528,117,HOU,3B,30,90,,4.61,25.6
"Escobar, Yunel",488862,108,LAA,3B,33,286,,4.6,25.6
"Seager, Kyle",572122,136,SEA,3B,28,211,1.0,4.58,25.6
"Cabrera, Melky",466320,145,CWS,LF,31,267,,4.49,25.6
"Butera, Drew",460077,118,KC,C,32,53,,4.64,25.6
"Saltalamacchia, Jarrod",457454,116,DET,C,31,60,1.0,4.76,25.6
"Gillaspie, Conor",543216,137,SF,3B,28,82,,4.55,25.6
"Lucroy, Jonathan",518960,140,TEX,C,30,194,1.0,4.62,25.6
"Uribe, Juan",346874,114,CLE,3B,37,89,,4.65,25.5
"Markakis, Nick",455976,144,ATL,RF,32,250,,4.53,25.5
"Tulowitzki, Troy",453064,141,TOR,SS,31,193,,4.61,25.5
"Choo, Shin-Soo",425783,140,TEX,RF,33,66,,4.47,25.5
"Flores, Wilmer",527038,121,NYM,3B,24,111,1.0,4.59,25.5
"Cabrera, Asdrúbal",452678,121,NYM,SS,30,176,1.0,4.68,25.5
"Ross, David",424325,112,CHC,C,39,62,,4.66,25.5
"Lowrie, Jed",476704,133,OAK,2B,32,131,,4.64,25.5
"Jaso, John",444379,134,PIT,1B,32,163,,4.62,25.5
"Decker, Jaff",543094,139,TB,RF,26,17,,4.36,25.5
"Suzuki, Kurt",435559,142,MIN,C,32,147,,4.75,25.5
"Adams, Matt",571431,138,STL,1B,27,86,,4.62,25.5
"Gennett, Scooter",571697,158,MIL,2B,26,208,,4.51,25.5
"Mathis, Jeff",425772,146,MIA,C,33,42,,4.67,25.5
"Stewart, Chris",455755,134,PIT,C,34,44,,4.69,25.4
"Martin, Russell",431145,141,TOR,C,33,171,,4.74,25.4
"Flowers, Tyler",452095,144,ATL,C,30,93,,4.6,25.4
"Kemp, Matt",461314,144,ATL,RF,31,226,,4.76,25.3
"Cabrera, Ramón",541608,113,CIN,C,26,77,,4.58,25.3
"Bautista, José",430832,141,TOR,RF,35,168,,4.78,25.3
"Encarnación, Edwin",429665,141,TOR,DH,33,223,,4.68,25.3
"Rupp, Cameron",519237,143,PHI,C,27,160,,4.76,25.3
"Joseph, Tommy",571830,143,PHI,1B,24,114,,4.86,25.3
"Maldonado, Martín",455117,158,MIL,C,29,79,,4.76,25.3
"Alvarez, Pedro",476883,110,BAL,DH,29,121,,4.58,25.2
"Duda, Lucas",446263,121,NYM,1B,30,61,,4.75,25.2
"Sands, Jerry",543742,145,CWS,DH,28,20,,4.76,25.2
"Nicholas, Brett",592592,140,TEX,C,27,19,,,25.2
"Kratz, Erik",456124,134,PIT,C,36,21,,4.69,25.2
"Vargas, Kennys",573627,142,MIN,1B,25,47,,,25.2
"Tejada, Rubén",514913,137,SF,3B,26,29,,4.78,25.2
"Posey, Buster",457763,137,SF,C,29,249,,4.61,25.2
"Wright, David",431151,121,NYM,3B,33,29,,,25.2
"Morneau, Justin",408047,145,CWS,DH,35,89,,4.54,25.1
"Gyorko, Jedd",576397,138,STL,2B,27,140,,4.59,25.1
"Gutierrez, Franklin",429711,136,SEA,RF,33,69,,4.8,25.1
"Piña, Manny",444489,158,MIL,C,29,27,,4.74,25.1
"Brantley, Michael",488726,114,CLE,LF,29,18,,,25.1
"Gosewisch, Tuffy",488912,109,AZ,C,32,32,,4.73,25.1
"Barnhart, Tucker",571466,113,CIN,C,25,173,,4.69,25.1
"Pérez, Roberto",547379,114,CLE,C,27,88,,4.84,25.0
"Solarte, Yangervis",500208,135,SD,3B,28,172,,4.81,25.0
"León, Sandy",506702,111,BOS,C,27,114,,4.61,25.0
"Colabello, Chris",499624,141,TOR,1B,32,12,,,25.0
"Wieters, Matt",446308,110,BAL,C,30,150,1.0,4.69,25.0
"Reynolds, Mark",448602,115,COL,1B,32,154,,4.7,25.0
"Iannetta, Chris",455104,136,SEA,C,33,92,,4.8,25.0
"Votto, Joey",458015,113,CIN,1B,32,226,,4.69,25.0
"Gimenez, Chris",460269,114,CLE,C,33,57,,4.73,24.9
"Wallace, Brett",477165,135,SD,3B,29,75,,4.76,24.9
"Napoli, Mike",435063,114,CLE,1B,34,188,,4.81,24.9
"Castillo, Welington",456078,109,AZ,C,29,165,,4.73,24.9
"Canó, Robinson",429664,136,SEA,2B,33,260,,4.61,24.8
"Sucre, Jesús",491696,136,SEA,C,28,13,,,24.8
"Reed, AJ",607223,117,HOU,1B,23,36,,4.73,24.7
"Schwarber, Kyle",656941,112,CHC,DH,23,11,,,24.7
"Rivera, René",425784,121,NYM,C,32,63,,4.86,24.7
"Ellis, A.J.",454560,143,PHI,C,35,63,,4.84,24.6
"Lind, Adam",452252,136,SEA,1B,32,143,,4.77,24.6
"Loney, James",425766,121,NYM,1B,32,142,,4.81,24.6
"Alonso, Yonder",475174,133,OAK,1B,29,208,,4.81,24.6
"Teixeira, Mark",407893,147,NYY,1B,36,146,,4.73,24.5
"Casali, Curt",592200,139,TB,C,27,67,,4.86,24.5
"Moustakas, Mike",519058,118,KC,3B,27,39,,,24.5
"Pierzynski, A.J.",150229,144,ATL,C,39,126,,4.65,24.5
"Cabrera, Miguel",408234,116,DET,1B,33,203,1.0,4.86,24.4
"Narváez, Omar",553882,145,CWS,C,24,59,,4.69,24.3
"Fielder, Prince",425902,140,TEX,DH,32,128,,4.87,24.3
"Morales, Kendrys",434778,118,KC,DH,33,207,,4.83,24.3
"Smoak, Justin",475253,141,TOR,1B,29,72,,4.94,24.3
"Grandal, Yasmani",518735,119,LAD,C,27,141,1.0,4.89,24.2
"Maxwell, Bruce",622194,133,OAK,C,25,43,,4.9,24.2
"Avila, Alex",488671,145,CWS,C,29,64,,4.8,24.2
"Bour, Justin",571506,146,MIA,1B,28,112,,4.63,24.2
"Clevenger, Steve",502182,136,SEA,C,30,27,,4.93,24.1
"Ramos, Wilson",467092,120,WSH,C,28,223,,4.86,24.1
"González, Adrián",408236,119,LAD,1B,34,235,1.0,4.8,24.1
"Lobaton, Jose",446653,120,WSH,C,31,42,1.0,,24.1
"Conger, Hank",474233,139,TB,C,28,40,,4.89,24.0
"Rodriguez, Alex",121347,147,NYY,DH,40,73,,4.79,23.9
"Wilson, Bobby",435064,139,TB,C,33,82,,4.83,23.9
"Molina, Yadier",425877,138,STL,C,33,249,1.0,4.81,23.8
"Bandy, Jett",542908,108,LAA,C,26,63,,5.04,23.7
"Butler, Billy",456714,147,NYY,DH,30,101,,4.96,23.6
"Ortiz, David",120074,111,BOS,DH,40,155,,4.75,23.6
"Montero, Miguel",471083,112,CHC,C,32,107,,4.87,23.6
"Howard, Ryan",429667,143,PHI,1B,36,73,,4.89,23.2
"Navarro, Dioner",425900,141,TOR,C,32,97,,4.96,23.2
"Thole, Josh",489365,141,TOR,C,29,41,,4.95,23.2
"Lee, Dae-Ho",493193,136,SEA,1B,34,118,,5.1,23.1
"McCann, Brian",435263,147,NYY,C,32,122,,5.04,23.0
"Sánchez, Héctor",516949,135,SD,C,26,11,,,22.9
"Pujols, Albert",405395,108,LAA,DH,36,225,,5.02,22.6
"Martinez, Victor",400121,116,DET,DH,37,166,,4.76,22.6
